split,batch_idx,sample_idx,label,num_steps,schedule_mode,overlap_fraction,total_frame_activity,duplicated_boundary_activity,duplicated_boundary_activity_fraction,partition_1_activity,partition_1_activity_fraction,partition_2_activity,partition_2_activity_fraction,partition_3_activity,partition_3_activity_fraction
train,0,28,0,309,uniform,0.0,2760.0,0.0,0.0,986.0,0.3572463768115942,1065.0,0.3858695652173913,709.0,0.2568840579710145
train,0,29,0,309,uniform,0.0,4986.0,0.0,0.0,1743.0,0.34957882069795426,1901.0,0.38126754913758526,1342.0,0.2691536301644605
train,0,30,0,309,uniform,0.0,1421.0,0.0,0.0,553.0,0.3891625615763547,517.0,0.36382828993666433,351.0,0.247009148486981
train,0,31,0,309,uniform,0.0,5346.0,0.0,0.0,1739.0,0.32528993640104753,1881.0,0.35185185185185186,1726.0,0.3228582117471006
train,0,32,0,309,uniform,0.0,5136.0,0.0,0.0,1746.0,0.3399532710280374,1633.0,0.3179517133956386,1757.0,0.342095015576324
train,0,33,0,309,uniform,0.0,4093.0,0.0,0.0,1363.0,0.3330075739066699,1426.0,0.348399706816516,1304.0,0.3185927192768141
train,0,34,0,309,uniform,0.0,5028.0,0.0,0.0,1834.0,0.3647573587907717,1503.0,0.2989260143198091,1691.0,0.33631662688941927
train,0,35,0,309,uniform,0.0,4112.0,0.0,0.0,1354.0,0.32928015564202334,1338.0,0.32538910505836577,1420.0,0.3453307392996109
train,0,36,0,309,uniform,0.0,3620.0,0.0,0.0,1277.0,0.35276243093922655,1078.0,0.2977900552486188,1265.0,0.3494475138121547
train,0,37,0,309,uniform,0.0,4515.0,0.0,0.0,1654.0,0.3663344407530454,1458.0,0.3229235880398671,1403.0,0.31074197120708746
train,0,38,0,309,uniform,0.0,4982.0,0.0,0.0,1887.0,0.37876354877559215,1448.0,0.290646326776395,1647.0,0.33059012444801283
train,0,39,0,309,uniform,0.0,4938.0,0.0,0.0,1812.0,0.3669501822600243,1539.0,0.31166464155528556,1587.0,0.32138517618469015
train,0,40,0,309,uniform,0.0,5592.0,0.0,0.0,1931.0,0.34531473533619456,1900.0,0.3397711015736767,1761.0,0.31491416309012876
train,0,41,0,309,uniform,0.0,5061.0,0.0,0.0,1826.0,0.36079826121319897,1805.0,0.356648883619838,1430.0,0.28255285516696305
train,0,42,0,309,uniform,0.0,5418.0,0.0,0.0,1779.0,0.3283499446290144,2059.0,0.3800295311923219,1580.0,0.2916205241786637
train,0,43,0,309,uniform,0.0,4196.0,0.0,0.0,1381.0,0.32912297426120113,1373.0,0.32721639656816015,1442.0,0.3436606291706387
train,0,44,0,309,uniform,0.0,4452.0,0.0,0.0,1857.0,0.4171159029649596,1305.0,0.2931266846361186,1290.0,0.28975741239892183
train,0,45,0,309,uniform,0.0,5240.0,0.0,0.0,1764.0,0.3366412213740458,1772.0,0.3381679389312977,1704.0,0.3251908396946565
train,0,46,0,309,uniform,0.0,5255.0,0.0,0.0,1839.0,0.3499524262607041,1853.0,0.352616555661275,1563.0,0.2974310180780209
train,0,47,0,309,uniform,0.0,5739.0,0.0,0.0,1816.0,0.3164314340477435,2330.0,0.40599407562293083,1593.0,0.2775744903293257
train,0,48,0,309,uniform,0.0,4761.0,0.0,0.0,1963.0,0.412308338584331,1363.0,0.2862843940348666,1435.0,0.30140726738080237
train,0,49,0,309,uniform,0.0,3556.0,0.0,0.0,1469.0,0.41310461192350956,1093.0,0.30736782902137233,994.0,0.2795275590551181
train,0,50,0,309,uniform,0.0,4882.0,0.0,0.0,2068.0,0.42359688652191724,1417.0,0.2902498975829578,1397.0,0.28615321589512493
train,0,51,0,309,uniform,0.0,4455.0,0.0,0.0,1676.0,0.37620650953984286,1504.0,0.3375982042648709,1275.0,0.28619528619528617
train,0,52,0,309,uniform,0.0,5497.0,0.0,0.0,1817.0,0.3305439330543933,2020.0,0.3674731671820993,1660.0,0.3019828997635074
train,0,53,0,309,uniform,0.0,3173.0,0.0,0.0,1340.0,0.42231326820044124,789.0,0.2486605735896628,1044.0,0.329026158209896
train,0,54,0,309,uniform,0.0,4392.0,0.0,0.0,1578.0,0.3592896174863388,1314.0,0.29918032786885246,1500.0,0.34153005464480873
train,0,55,0,309,uniform,0.0,4844.0,0.0,0.0,2013.0,0.4155656482246078,1424.0,0.2939719240297275,1407.0,0.2904624277456647
train,0,56,0,309,uniform,0.0,3869.0,0.0,0.0,1122.0,0.2899974153528043,1314.0,0.33962264150943394,1433.0,0.3703799431377617
train,0,57,0,309,uniform,0.0,4677.0,0.0,0.0,1523.0,0.3256360915116528,1847.0,0.39491126790677783,1307.0,0.2794526405815694
train,0,58,0,309,uniform,0.0,4413.0,0.0,0.0,1796.0,0.40697937910718335,1152.0,0.2610469068660775,1465.0,0.3319737140267392
train,0,59,0,309,uniform,0.0,4069.0,0.0,0.0,1346.0,0.3307938068321455,1355.0,0.3330056524944704,1368.0,0.3362005406733841
train,0,60,0,309,uniform,0.0,4357.0,0.0,0.0,1735.0,0.39820977736974983,1196.0,0.2745008033050264,1426.0,0.32728941932522376
train,0,61,0,309,uniform,0.0,4480.0,0.0,0.0,1706.0,0.3808035714285714,1254.0,0.2799107142857143,1520.0,0.3392857142857143
train,0,62,0,309,uniform,0.0,4266.0,0.0,0.0,1489.0,0.3490389123300516,1141.0,0.2674636661978434,1636.0,0.383497421472105
train,0,63,0,309,uniform,0.0,3493.0,0.0,0.0,1140.0,0.3263670197537933,1145.0,0.3277984540509591,1208.0,0.3458345261952476
train,0,64,0,309,uniform,0.0,3374.0,0.0,0.0,1091.0,0.3233550681683462,1004.0,0.2975696502667457,1279.0,0.3790752815649081
train,0,65,0,309,uniform,0.0,3947.0,0.0,0.0,1781.0,0.45122878135292627,1127.0,0.285533316442868,1039.0,0.26323790220420573
train,0,66,0,309,uniform,0.0,4363.0,0.0,0.0,1197.0,0.2743525097410039,1646.0,0.37726335090534036,1520.0,0.34838413935365575
train,0,67,0,309,uniform,0.0,4738.0,0.0,0.0,1800.0,0.3799071338117349,1359.0,0.28682988602785986,1579.0,0.33326298016040523
train,0,68,0,309,uniform,0.0,4923.0,0.0,0.0,1886.0,0.383099735933374,1302.0,0.2644728823887873,1735.0,0.3524273816778387
train,0,69,0,309,uniform,0.0,4347.0,0.0,0.0,1337.0,0.3075684380032206,1304.0,0.2999769956291695,1706.0,0.39245456636760984
train,0,70,0,309,uniform,0.0,4615.0,0.0,0.0,1887.0,0.40888407367280605,1378.0,0.29859154929577464,1350.0,0.29252437703141926
train,0,71,0,309,uniform,0.0,4134.0,0.0,0.0,1634.0,0.3952588292210934,906.0,0.21915820029027577,1594.0,0.3855829704886309
train,0,72,0,309,uniform,0.0,4843.0,0.0,0.0,1961.0,0.4049143093124097,1266.0,0.2614082180466653,1616.0,0.33367747264092507
train,0,73,0,309,uniform,0.0,5446.0,0.0,0.0,2230.0,0.40947484392214467,1475.0,0.2708409842085935,1741.0,0.31968417186926185
train,0,74,0,309,uniform,0.0,5126.0,0.0,0.0,2173.0,0.4239172844323059,1218.0,0.23761217323449083,1735.0,0.3384705423332033
train,0,75,0,309,uniform,0.0,3831.0,0.0,0.0,1121.0,0.2926128948055338,1168.0,0.3048812320542939,1542.0,0.4025058731401723
train,0,76,0,309,uniform,0.0,5204.0,0.0,0.0,2116.0,0.40661029976940816,1407.0,0.2703689469638739,1681.0,0.3230207532667179
train,0,77,0,309,uniform,0.0,4935.0,0.0,0.0,1943.0,0.39371833839918946,1483.0,0.3005065856129686,1509.0,0.3057750759878419
train,0,78,0,309,uniform,0.0,4624.0,0.0,0.0,1786.0,0.38624567474048443,1553.0,0.33585640138408307,1285.0,0.27789792387543255
train,0,79,0,309,uniform,0.0,3084.0,0.0,0.0,1144.0,0.37094682230869,969.0,0.3142023346303502,971.0,0.3148508430609598
train,0,80,0,309,uniform,0.0,4872.0,0.0,0.0,2006.0,0.41174055829228245,1251.0,0.2567733990147783,1615.0,0.33148604269293924
train,0,81,0,309,uniform,0.0,4579.0,0.0,0.0,1837.0,0.40117929678969205,1212.0,0.26468661279755407,1530.0,0.3341340904127539
train,0,82,0,309,uniform,0.0,5113.0,0.0,0.0,2082.0,0.40719734011343633,1358.0,0.2655974965773518,1673.0,0.3272051633092118
train,0,83,0,309,uniform,0.0,4472.0,0.0,0.0,1683.0,0.3763416815742397,1241.0,0.27750447227191416,1548.0,0.34615384615384615
train,0,84,0,309,uniform,0.0,3848.0,0.0,0.0,1562.0,0.40592515592515593,783.0,0.20348232848232847,1503.0,0.39059251559251557
train,0,85,0,309,uniform,0.0,5529.0,0.0,0.0,1729.0,0.3127147766323024,2246.0,0.4062217399168023,1554.0,0.28106348345089527
train,0,86,0,309,uniform,0.0,4171.0,0.0,0.0,1780.0,0.4267561735794773,1042.0,0.24982018700551425,1349.0,0.3234236394150084
train,0,87,0,309,uniform,0.0,4111.0,0.0,0.0,1783.0,0.4337144247141815,911.0,0.22160058379956216,1417.0,0.34468499148625636
train,0,88,0,309,uniform,0.0,4445.0,0.0,0.0,1699.0,0.3822272215973003,1156.0,0.2600674915635546,1590.0,0.3577052868391451
train,0,89,0,309,uniform,0.0,3186.0,0.0,0.0,1249.0,0.39202762084118015,707.0,0.2219083490269931,1230.0,0.3860640301318267
train,0,90,0,309,uniform,0.0,4597.0,0.0,0.0,1786.0,0.3885142484228845,1192.0,0.259299543180335,1619.0,0.3521862083967805
train,0,91,0,309,uniform,0.0,3485.0,0.0,0.0,1056.0,0.303012912482066,1084.0,0.3110473457675753,1345.0,0.38593974175035867
train,0,92,0,309,uniform,0.0,3447.0,0.0,0.0,1413.0,0.40992167101827676,567.0,0.16449086161879894,1467.0,0.4255874673629243
train,0,93,0,309,uniform,0.0,3567.0,0.0,0.0,1507.0,0.4224838800112139,800.0,0.224278104850014,1260.0,0.35323801513877207
train,0,94,0,309,uniform,0.0,3997.0,0.0,0.0,1616.0,0.4043032274205654,885.0,0.2214160620465349,1496.0,0.3742807105328997
train,0,95,0,309,uniform,0.0,3640.0,0.0,0.0,1095.0,0.3008241758241758,1434.0,0.39395604395604394,1111.0,0.30521978021978025
train,0,96,0,309,uniform,0.0,4171.0,0.0,0.0,1753.0,0.4202829057779909,993.0,0.23807240469911292,1425.0,0.34164468952289617
train,0,97,0,309,uniform,0.0,3211.0,0.0,0.0,1017.0,0.3167237620678916,937.0,0.29180940516972903,1257.0,0.3914668327623793
train,0,98,0,309,uniform,0.0,3081.0,0.0,0.0,1350.0,0.43816942551119764,889.0,0.2885426809477442,842.0,0.2732878935410581
train,0,99,0,309,uniform,0.0,4504.0,0.0,0.0,1255.0,0.2786412078152753,1724.0,0.3827708703374778,1525.0,0.3385879218472469
train,0,100,0,309,uniform,0.0,4274.0,0.0,0.0,1586.0,0.3710809546092653,1459.0,0.3413664014974263,1229.0,0.28755264389330837
train,0,101,0,309,uniform,0.0,3439.0,0.0,0.0,1553.0,0.4515847630125036,998.0,0.2902006397208491,888.0,0.2582145972666473
train,0,102,0,309,uniform,0.0,5527.0,0.0,0.0,1916.0,0.3466618418671974,1903.0,0.3443097521259273,1708.0,0.30902840600687537
train,0,103,0,309,uniform,0.0,1646.0,0.0,0.0,611.0,0.3712029161603888,512.0,0.3110571081409477,523.0,0.3177399756986634
train,0,104,0,309,uniform,0.0,2721.0,0.0,0.0,1165.0,0.4281514149209849,746.0,0.27416391032708565,810.0,0.29768467475192945
train,0,105,0,309,uniform,0.0,4621.0,0.0,0.0,1262.0,0.27310106037654186,1635.0,0.3538195195845055,1724.0,0.3730794200389526
train,0,106,0,309,uniform,0.0,4953.0,0.0,0.0,1753.0,0.3539269129820311,1606.0,0.3242479305471431,1594.0,0.32182515647082577
train,0,107,0,309,uniform,0.0,3358.0,0.0,0.0,1311.0,0.3904109589041096,971.0,0.2891602144133413,1076.0,0.32042882668254913
train,0,108,0,309,uniform,0.0,4031.0,0.0,0.0,1608.0,0.39890845943934505,1190.0,0.2952121061771273,1233.0,0.30587943438352766
train,0,109,0,309,uniform,0.0,2435.0,0.0,0.0,893.0,0.366735112936345,682.0,0.28008213552361394,860.0,0.3531827515400411
train,0,110,0,309,uniform,0.0,3984.0,0.0,0.0,1684.0,0.4226907630522088,1050.0,0.2635542168674699,1250.0,0.3137550200803213
train,0,111,0,309,uniform,0.0,3192.0,0.0,0.0,1011.0,0.3167293233082707,1121.0,0.35119047619047616,1060.0,0.33208020050125314
train,0,112,0,309,uniform,0.0,2841.0,0.0,0.0,1217.0,0.4283702921506512,702.0,0.2470960929250264,922.0,0.3245336149243224
train,0,113,0,309,uniform,0.0,4043.0,0.0,0.0,1504.0,0.3720009893643334,1247.0,0.30843433094236955,1292.0,0.31956467969329705
train,0,114,0,309,uniform,0.0,950.0,0.0,0.0,356.0,0.37473684210526315,254.0,0.2673684210526316,340.0,0.35789473684210527
train,0,115,0,309,uniform,0.0,4701.0,0.0,0.0,1831.0,0.3894915975324399,1192.0,0.25356307168687514,1678.0,0.35694533078068497
train,0,116,0,309,uniform,0.0,4292.0,0.0,0.0,1650.0,0.38443616029822925,1101.0,0.2565237651444548,1541.0,0.35904007455731596
train,0,117,0,309,uniform,0.0,5039.0,0.0,0.0,2014.0,0.39968247668188134,1371.0,0.27207779321293907,1654.0,0.3282397301051796
train,0,118,0,309,uniform,0.0,4007.0,0.0,0.0,1406.0,0.3508859495882206,973.0,0.24282505615173447,1628.0,0.40628899426004494
train,0,119,0,309,uniform,0.0,4232.0,0.0,0.0,1611.0,0.3806710775047259,1277.0,0.30174858223062384,1344.0,0.31758034026465026
train,0,120,0,309,uniform,0.0,4466.0,0.0,0.0,1695.0,0.3795342588446037,1529.0,0.34236453201970446,1242.0,0.2781012091356919
train,0,121,0,309,uniform,0.0,3962.0,0.0,0.0,1666.0,0.4204946996466431,842.0,0.21251892983341747,1454.0,0.36698637051993943
train,0,122,0,309,uniform,0.0,4178.0,0.0,0.0,1591.0,0.38080421254188607,1063.0,0.2544279559597894,1524.0,0.36476783149832454
train,0,123,0,309,uniform,0.0,4427.0,0.0,0.0,1730.0,0.39078382651908744,1171.0,0.2645132143663881,1526.0,0.34470295911452453
train,0,124,0,309,uniform,0.0,4887.0,0.0,0.0,1750.0,0.35809289952936363,1589.0,0.3251483527726622,1548.0,0.31675874769797424
train,0,125,0,309,uniform,0.0,5185.0,0.0,0.0,1965.0,0.3789778206364513,1668.0,0.32169720347155256,1552.0,0.29932497589199614
train,0,126,0,309,uniform,0.0,4829.0,0.0,0.0,1813.0,0.37544004969973077,1514.0,0.31352246841996273,1502.0,0.3110374818803065
train,0,127,0,309,uniform,0.0,4817.0,0.0,0.0,1795.0,0.37263857172514014,1391.0,0.2887689433257214,1631.0,0.33859248494913846
train,0,128,0,309,uniform,0.0,4939.0,0.0,0.0,1599.0,0.32374974691233044,1579.0,0.3197003441992306,1761.0,0.35654990888843896
train,0,129,0,309,uniform,0.0,3912.0,0.0,0.0,1341.0,0.3427914110429448,1122.0,0.28680981595092025,1449.0,0.370398773006135
train,0,130,0,309,uniform,0.0,4657.0,0.0,0.0,1658.0,0.3560231908954262,1627.0,0.3493665449860425,1372.0,0.29461026411853125
train,0,131,0,309,uniform,0.0,3483.0,0.0,0.0,1243.0,0.35687625610106233,985.0,0.2828021820269882,1255.0,0.36032156187194947
train,0,132,0,309,uniform,0.0,4884.0,0.0,0.0,2040.0,0.4176904176904177,1375.0,0.28153153153153154,1469.0,0.30077805077805075
train,0,133,0,309,uniform,0.0,4038.0,0.0,0.0,1799.0,0.44551758296186234,1057.0,0.2617632491332343,1182.0,0.29271916790490343
train,0,134,0,309,uniform,0.0,4598.0,0.0,0.0,1916.0,0.4167029143105698,1273.0,0.2768595041322314,1409.0,0.3064375815571988
train,0,135,0,309,uniform,0.0,4104.0,0.0,0.0,1025.0,0.24975633528265107,1609.0,0.39205653021442494,1470.0,0.358187134502924
train,0,136,0,309,uniform,0.0,5093.0,0.0,0.0,1978.0,0.38837620263106226,1432.0,0.28117023365403493,1683.0,0.3304535637149028
train,0,137,0,309,uniform,0.0,5002.0,0.0,0.0,2013.0,0.4024390243902439,1411.0,0.28208716513394644,1578.0,0.3154738104758097
train,0,138,0,309,uniform,0.0,4746.0,0.0,0.0,1854.0,0.3906447534766119,1440.0,0.3034134007585335,1452.0,0.3059418457648546
train,0,139,0,309,uniform,0.0,4787.0,0.0,0.0,1781.0,0.3720493001880092,1501.0,0.3135575517025277,1505.0,0.3143931481094631
train,0,140,0,309,uniform,0.0,4718.0,0.0,0.0,1867.0,0.3957185247986435,1471.0,0.31178465451462484,1380.0,0.29249682068673166
train,0,141,0,309,uniform,0.0,4881.0,0.0,0.0,1533.0,0.31407498463429623,1670.0,0.34214300348289284,1678.0,0.3437820118828109
train,0,142,0,309,uniform,0.0,3005.0,0.0,0.0,797.0,0.26522462562396004,838.0,0.2788685524126456,1370.0,0.4559068219633943
train,0,143,0,309,uniform,0.0,4968.0,0.0,0.0,2020.0,0.40660225442834136,1385.0,0.2787842190016103,1563.0,0.3146135265700483
train,0,144,0,309,uniform,0.0,3743.0,0.0,0.0,1363.0,0.3641464066257013,1244.0,0.3323537269569864,1136.0,0.3034998664173123
train,0,145,0,309,uniform,0.0,4778.0,0.0,0.0,1545.0,0.3233570531603181,1647.0,0.3447048974466304,1586.0,0.3319380493930515
train,0,146,0,309,uniform,0.0,4645.0,0.0,0.0,1956.0,0.4210979547900969,1274.0,0.2742734122712594,1415.0,0.30462863293864373
train,0,147,0,309,uniform,0.0,4525.0,0.0,0.0,1310.0,0.28950276243093925,1491.0,0.32950276243093923,1724.0,0.38099447513812157
train,0,148,0,309,uniform,0.0,3934.0,0.0,0.0,1436.0,0.3650228774783935,1207.0,0.30681240467717336,1291.0,0.32816471784443313
train,0,149,0,309,uniform,0.0,4808.0,0.0,0.0,1405.0,0.29222129783693845,1787.0,0.3716722129783694,1616.0,0.33610648918469216
train,0,150,0,309,uniform,0.0,2850.0,0.0,0.0,898.0,0.31508771929824564,877.0,0.30771929824561406,1075.0,0.37719298245614036
train,0,151,0,309,uniform,0.0,4279.0,0.0,0.0,1532.0,0.35802757653657397,1247.0,0.29142322972657164,1500.0,0.3505491937368544
train,0,152,0,309,uniform,0.0,3866.0,0.0,0.0,1397.0,0.3613554061045008,1203.0,0.3111743404035178,1266.0,0.3274702534919814
train,0,153,0,309,uniform,0.0,3722.0,0.0,0.0,1442.0,0.3874261149919398,1082.0,0.2907039226222461,1198.0,0.32186996238581406
train,0,154,0,309,uniform,0.0,3987.0,0.0,0.0,1440.0,0.3611738148984199,1223.0,0.3067469275144219,1324.0,0.3320792575871583
train,0,155,0,309,uniform,0.0,4996.0,0.0,0.0,1905.0,0.3813050440352282,1604.0,0.3210568454763811,1487.0,0.29763811048839073
train,0,156,0,309,uniform,0.0,5433.0,0.0,0.0,2026.0,0.3729063132707528,1831.0,0.3370145407693724,1576.0,0.29007914595987483
train,0,157,0,309,uniform,0.0,5116.0,0.0,0.0,2034.0,0.39757623143080534,1609.0,0.3145035183737295,1473.0,0.2879202501954652
train,0,158,0,309,uniform,0.0,5037.0,0.0,0.0,1746.0,0.34663490172721856,1776.0,0.35259082787373436,1515.0,0.30077427039904703
train,0,159,0,309,uniform,0.0,4934.0,0.0,0.0,1810.0,0.36684231860559385,1478.0,0.2995541143088772,1646.0,0.33360356708552896
train,0,160,0,309,uniform,0.0,4913.0,0.0,0.0,1680.0,0.3419499287604315,1590.0,0.323631182576837,1643.0,0.3344188886627315
train,0,161,0,309,uniform,0.0,4449.0,0.0,0.0,1660.0,0.3731175545066307,1221.0,0.2744436952124073,1568.0,0.352438750280962
train,0,162,0,309,uniform,0.0,5334.0,0.0,0.0,1965.0,0.3683914510686164,1804.0,0.33820772403449567,1565.0,0.2934008248968879
train,0,163,0,309,uniform,0.0,5222.0,0.0,0.0,1832.0,0.35082343929528914,1934.0,0.3703561853695902,1456.0,0.27882037533512066
train,0,164,0,309,uniform,0.0,5230.0,0.0,0.0,1906.0,0.3644359464627151,1953.0,0.3734225621414914,1371.0,0.2621414913957935
train,0,165,0,309,uniform,0.0,4919.0,0.0,0.0,1513.0,0.30758284204106523,1636.0,0.33258792437487295,1770.0,0.3598292335840618
train,0,166,0,309,uniform,0.0,4320.0,0.0,0.0,1534.0,0.35509259259259257,1391.0,0.32199074074074074,1395.0,0.3229166666666667
train,0,167,0,309,uniform,0.0,5451.0,0.0,0.0,1950.0,0.3577325261419923,1795.0,0.3292973766281416,1706.0,0.3129700972298661
train,0,168,0,309,uniform,0.0,5077.0,0.0,0.0,1950.0,0.38408508961985427,1624.0,0.31987394130391966,1503.0,0.2960409690762261
train,0,169,0,309,uniform,0.0,2920.0,0.0,0.0,921.0,0.3154109589041096,988.0,0.33835616438356164,1011.0,0.3462328767123288
train,0,170,0,309,uniform,0.0,4050.0,0.0,0.0,1726.0,0.42617283950617285,1312.0,0.32395061728395064,1012.0,0.24987654320987654
train,0,171,0,309,uniform,0.0,4204.0,0.0,0.0,1341.0,0.31898192197906755,1510.0,0.3591817316841104,1353.0,0.32183634633682207
train,0,172,0,309,uniform,0.0,4723.0,0.0,0.0,1871.0,0.3961465170442515,1424.0,0.3015032818124074,1428.0,0.3023502011433411
train,0,173,0,309,uniform,0.0,4983.0,0.0,0.0,1923.0,0.38591210114388924,1762.0,0.3536022476419827,1298.0,0.26048565121412803
train,0,174,0,309,uniform,0.0,5009.0,0.0,0.0,1898.0,0.37891794769415055,1481.0,0.2956677979636654,1630.0,0.3254142543421841
train,0,175,0,309,uniform,0.0,5248.0,0.0,0.0,1802.0,0.3433689024390244,1740.0,0.3315548780487805,1706.0,0.3250762195121951
train,0,176,0,309,uniform,0.0,4726.0,0.0,0.0,1674.0,0.35421074904782057,1397.0,0.2955988150655946,1655.0,0.3501904358865848
train,0,177,0,309,uniform,0.0,2366.0,0.0,0.0,810.0,0.3423499577345731,858.0,0.3626373626373626,698.0,0.29501267962806427
train,0,178,0,309,uniform,0.0,4362.0,0.0,0.0,1469.0,0.3367721228794131,1372.0,0.3145346171480972,1521.0,0.3486932599724897
train,0,179,0,309,uniform,0.0,4990.0,0.0,0.0,1777.0,0.3561122244488978,1473.0,0.29519038076152304,1740.0,0.3486973947895792
train,0,180,0,309,uniform,0.0,1547.0,0.0,0.0,412.0,0.2663219133807369,440.0,0.2844214608920491,695.0,0.449256625727214
train,0,181,0,309,uniform,0.0,4924.0,0.0,0.0,1727.0,0.3507311129163282,1481.0,0.30077173030056864,1716.0,0.34849715678310317
train,0,182,0,309,uniform,0.0,3246.0,0.0,0.0,1262.0,0.38878619839802836,1295.0,0.3989525569932224,689.0,0.21226124460874923
train,0,183,0,309,uniform,0.0,5398.0,0.0,0.0,1775.0,0.3288254909225639,2005.0,0.3714338643942201,1618.0,0.299740644683216
train,0,184,0,309,uniform,0.0,4884.0,0.0,0.0,1797.0,0.3679361179361179,1355.0,0.2774365274365274,1732.0,0.3546273546273546
train,0,185,0,309,uniform,0.0,4908.0,0.0,0.0,2011.0,0.4097392013039935,1793.0,0.36532192339038305,1104.0,0.22493887530562348
train,0,186,0,309,uniform,0.0,4802.0,0.0,0.0,2038.0,0.42440649729279467,1355.0,0.2821740941274469,1409.0,0.29341940857975846
train,0,187,0,309,uniform,0.0,4880.0,0.0,0.0,1802.0,0.36926229508196723,1613.0,0.3305327868852459,1465.0,0.30020491803278687
train,0,188,0,309,uniform,0.0,4729.0,0.0,0.0,1616.0,0.34172129414252483,1499.0,0.31698033410869103,1614.0,0.3412983717487841
